Feature Id,Importances
pair_decay_listens,9.964814120289496
pair_avg_played_ratio,9.57687449161894
pair_days_since_last_listen,6.6587853170055515
pair_n_listens,6.552440804159852
embed_cos_user_last_k,6.441186157876086
user_share_organic,6.082306980983519
pair_max_played_ratio,3.7870227920624013
pair_recency_ratio,3.5157687364229497
user_avg_listens_per_day,3.0500426991442473
artist_pop_rank,3.048540032558677
pair_listens_per_day,2.8480879374064703
user_n_listens_30d,2.521997339475225
artist_pop_score,2.5096138511591826
item_decay_pop,2.280719258516181
pair_share_organic,2.1961195308716266
recent_likes_score,1.7547587836162304
item_pop_7d,1.591670954244518
repeat_score,1.526261638450807
pair_n_listens_90d,1.2099164943518255
repeat_rank,1.1688741239914309
item_recency,1.1269534856025853
user_n_listens_7d,1.0858936542266815
artist_pop,1.0234630727672263
album_pop_score,0.9908212379188676
pair_days_since_first_listen,0.8814549735945459
item_pop_30d,0.8302411677884514
als_score,0.7671534485541177
pair_avg_played_ratio_30d,0.725480037201223
item_track_length_seconds,0.6895408681769105
user_avg_played_ratio,0.6452526779074476
user_share_low_played,0.6260105634772956
item_avg_played_ratio,0.6026094702252622
embed_cos_user_mean,0.5532220131362737
user_n_likes,0.5529020495339375
user_recency_last_listen,0.5321766822573977
recent_likes_rank,0.5281959759697714
pair_avg_played_seconds,0.5168231286368453
user_n_listens,0.5024336847258203
user_share_completed,0.4887594227624112
pair_is_liked,0.47848830192603475
user_artist_share,0.43188749406572696
embed_cos_user_liked_mean,0.4217760897774276
user_artist_listens,0.41954451894790923
user_album_listens,0.40765286087654545
item_like_rate,0.39046348204763054
item_pop,0.3897578696514218
user_share_replayed,0.3577969753431034
album_pop,0.3572013905362764
item_share_organic,0.3433519203856533
item_share_completed,0.3331380937501186
pair_n_low_played,0.3137693505015846
user_like_rate,0.3087693913990346
pair_share_recent_listens,0.2790906049125817
item_n_unique_users,0.2710205674231828
user_n_unlikes,0.2701415551151042
pair_share_completed,0.2581729589956795
embed_cos_user_disliked_mean,0.2195103151124464
user_n_unique_albums,0.17080472805546643
user_n_unique_items,0.16119573974814067
user_dislike_rate,0.15845996989293773
user_n_listens_log,0.15265327681167346
als_rank,0.14456410262702196
user_n_unique_artists,0.1318393405210034
item_dislike_rate,0.11211481617396346
album_pop_rank,0.11132184982903677
pair_n_listens_30d,0.10583570997377449
pair_max_played_ratio_30d,0.08939540901200269
itemknn_rank,0.08296048583563824
item_n_likes,0.06866642307335438
user_n_listens_1d,0.06720222676212625
itemknn_score,0.05522388729502194
user_n_dislikes,0.04327889983555892
pair_is_unliked,0.040919511958563914
item_n_dislikes,0.03227116846495766
audio_knn_rank,0.020215506489169654
audio_knn_score,0.01835009827005912
decaypop_rank,0.013243220615379619
decaypop_score,0.00679019302934815
pair_share_replayed,0.005970036290053847
pair_is_undisliked,0.0
