Feature Id,Importances
repeat_rank,11.516093878879612
pair_decay_listens,9.280949176700155
pair_avg_played_ratio,6.758585741631398
als_rank,6.369050397389219
als_score,5.486875243419109
repeat_score,4.865198828242709
pair_days_since_last_listen,3.8655055272625605
embed_cos_user_last_k,3.608137996526968
artist_pop_rank,3.178279494411614
itemknn_score,3.1711377624099
pair_listens_per_day,2.9032081474137317
user_share_organic,2.798049400198252
artist_pop_score,2.763955333145412
pair_recency_ratio,2.6327825897850285
recent_likes_score,2.336920109009035
pair_share_organic,2.227530778587354
pair_n_listens_90d,1.6373303857658505
itemknn_rank,1.5645867474035464
recent_likes_rank,1.4575700180688387
user_artist_listens,1.3780596332195723
user_avg_listens_per_day,1.3691345241096597
user_artist_share,1.3134213300278461
user_n_listens_30d,1.251228343502516
album_pop_rank,1.131564179990144
decaypop_rank,1.073494603421273
pair_max_played_ratio,1.0680206584479335
pair_avg_played_seconds,1.023112849539449
artist_pop,1.0089283659845842
album_pop_score,0.9880131860133835
decaypop_score,0.7969111883970527
item_decay_pop,0.7765274529782932
item_pop_7d,0.7744597534935863
pair_n_listens,0.7718786626032024
item_share_organic,0.6760289215158354
audio_knn_score,0.5643899461476342
user_n_listens_log,0.5166146364663695
item_pop_30d,0.49959655803314496
pair_is_liked,0.43787104698320495
pair_avg_played_ratio_30d,0.436048889869818
audio_knn_rank,0.39955919905005866
album_pop,0.3966762544478177
item_recency,0.3945761173941258
user_n_listens_7d,0.2519775742518681
user_n_unique_items,0.2187382597947432
pair_share_recent_listens,0.17403475969841153
user_n_unique_artists,0.17234766407958418
user_n_unique_albums,0.15860965071096392
user_n_listens,0.14534404516320565
pair_n_listens_30d,0.14266908067341025
pair_days_since_first_listen,0.14243820602984286
pair_max_played_ratio_30d,0.14093374002839032
item_like_rate,0.12591768392769626
item_track_length_seconds,0.11040387991129665
item_n_unique_users,0.10791796870271118
user_n_likes,0.06952773469056803
user_share_low_played,0.05989711807996252
embed_cos_user_mean,0.04757273284852071
pair_share_completed,0.04257069486160255
item_n_dislikes,0.0414053569688788
item_n_likes,0.04000287288807075
item_avg_played_ratio,0.03935113882973304
item_pop,0.03917598650051174
user_album_listens,0.03656225771615152
user_avg_played_ratio,0.03541186644776342
pair_is_unliked,0.03175089338103302
user_share_replayed,0.024712589435171795
item_share_completed,0.02438255660336838
pair_n_low_played,0.019112570473556727
user_like_rate,0.01801987715141356
item_dislike_rate,0.013257079135393526
user_n_listens_1d,0.01264805485275325
user_share_completed,0.011541253591142013
user_recency_last_listen,0.011537242404737002
user_n_unlikes,0.006701104273831499
embed_cos_user_liked_mean,0.006200612053397022
embed_cos_user_disliked_mean,0.004215792949922171
user_n_dislikes,0.0026276533007625206
user_dislike_rate,0.0018792898504232129
pair_share_replayed,0.0007392998524035085
pair_is_undisliked,0.0
