Feature Id,Importances
lgbm_score,53.00331838742728
lgbm_rank,18.7988226745612
user_share_organic,4.116501801542318
pair_is_liked,2.0736663601638363
user_n_listens_30d,1.8271303845607072
pair_share_user_listens,1.4433069567474492
pair_avg_played_ratio,1.2808867740638772
pair_recency_ratio,1.0951970743076833
user_avg_listens_per_day,1.068864157973377
pair_decay_listens,1.0213576069568662
item_share_organic,0.9124508727336047
pair_days_since_last_listen,0.8733762720586625
pair_avg_played_ratio_30d,0.7948032246581344
pair_recency_share_30d,0.6059450899185571
recent_likes_rank,0.5861684109053917
recent_likes_score,0.5361508605357219
user_n_listens_7d,0.4025400533405115
pair_share_organic,0.37763312706844815
repeat_score,0.3522511333648303
user_n_unlikes,0.3473012524362307
pair_days_since_first_listen,0.33468444816069914
item_avg_played_ratio,0.3251763490792452
cg_count,0.3240797132355704
item_like_rate,0.2867568077683602
pair_share_recent_listens,0.27346426789374156
user_n_likes,0.2609636254000493
repeat_rank,0.2537760725766517
user_n_listens,0.25037680186218964
cg_mean_score_norm,0.24250059967463702
pair_n_listens_90d,0.23099236624716338
als_rank,0.22670991332451773
pair_avg_played_seconds,0.21540747687309414
pair_max_played_ratio_30d,0.20459936308261353
user_n_listens_log,0.2015371470928571
pair_share_completed,0.19886541675201327
user_avg_played_ratio,0.19182275841529284
pair_n_listens,0.17969647298844169
embed_cos_user_last_50,0.17692369799840785
user_share_replayed,0.1690622786993271
user_n_listens_1d,0.15185248204788135
embed_cos_user_last_20,0.15086711758755245
user_share_completed,0.14803972271846866
item_n_dislikes,0.1478435752218731
embed_cos_user_last_5,0.14638159438541773
als_score,0.14603683183039978
embed_cos_user_liked_mean,0.13364695297346996
user_n_unique_albums,0.12462303340191573
artist_pop_rank,0.12406718460323042
item_dislike_rate,0.12215718028045047
user_dislike_rate,0.12173229443881856
user_like_rate,0.1206477674833459
embed_cos_user_disliked_mean,0.11933094706026039
item_n_likes,0.11865650565624626
embed_cos_user_last_max,0.11805915605178773
album_pop_rank,0.11640210916746434
embed_cos_user_mean,0.11518382117655904
user_album_listens,0.11344701610027606
item_track_length_seconds,0.10860153613745371
itemknn_score,0.10828624215778092
item_pop_30d,0.10684560148433457
user_n_unique_items,0.10548794384555565
item_share_completed,0.10227885133223241
esasrec_score,0.10074199863257649
user_share_low_played,0.09758810821950548
user_artist_listens,0.09579043225416324
item_pop_acceleration,0.07939334188356142
user_recency_last_listen,0.0761704904006997
user_artist_share,0.07092837686448657
artist_pop_score,0.06307980704842599
user_n_dislikes,0.06297722258419299
album_pop_score,0.05834785775583361
embed_cos_user_last_100,0.05773762804107561
user_artist_focus,0.0453638684473805
pair_n_low_played,0.03749515819287023
item_pop_7d,0.035424305148358565
pair_n_listens_30d,0.035125762110097734
album_pop,0.026193036494382496
itemknn_rank,0.025664697278583583
user_n_unique_artists,0.023629211252484263
pair_share_item_pop,0.019944580904670127
item_n_unique_users,0.016477010801813654
pair_listens_per_day,0.01538154380493657
item_recency,0.012840778363461876
item_decay_pop,0.008161263924157393
decaypop_score,0.0
decaypop_rank,0.0
audio_knn_score,0.0
audio_knn_rank,0.0
esasrec_rank,0.0
item_pop,0.0
pair_max_played_ratio,0.0
pair_share_replayed,0.0
pair_is_unliked,0.0
pair_is_undisliked,0.0
artist_pop,0.0
