Feature Id,Importances
esasrec_rank,9.294961302458965
repeat_rank,8.696121999085568
als_rank,6.021320553829499
als_score,5.521138406739999
artist_pop_rank,5.275828211404509
repeat_score,4.856676671931308
itemknn_score,4.452857149325156
esasrec_score,4.430431182644649
itemknn_rank,3.327031314686909
album_pop_rank,3.0094530342993364
artist_pop_score,2.893773583820829
user_share_organic,2.828230977640456
audio_knn_score,2.304270327093347
audio_knn_rank,2.207696625247057
pair_avg_played_ratio,2.180235181643276
pair_decay_listens,1.9171904836672737
pair_days_since_last_listen,1.861488991836735
artist_pop,1.6464860602871092
album_pop_score,1.6286666909397745
decaypop_score,1.6117183964043673
decaypop_rank,1.6067971843112627
pair_recency_ratio,1.5793001861490061
recent_likes_rank,1.5649139966892573
pair_listens_per_day,1.540822960515288
recent_likes_score,1.2396107830290586
item_share_organic,1.201063648061352
pair_share_organic,1.1858055176189783
user_artist_share,1.1408951471573765
album_pop,1.0998966189171513
embed_cos_user_last_k,1.030318712086818
user_n_listens_30d,1.013182778085341
item_decay_pop,0.8860901550586507
item_n_unique_users,0.7064025919905894
pair_n_listens_90d,0.6166609055549508
item_pop_30d,0.5924979713546203
user_avg_listens_per_day,0.5890213287915526
item_pop_7d,0.4871463591959338
user_n_unique_items,0.4844248763680579
user_artist_listens,0.3271843443536791
user_n_unique_albums,0.3271843025103419
pair_avg_played_ratio_30d,0.3111005090327247
item_recency,0.3070204310168168
user_n_unique_artists,0.2909317078779512
pair_n_listens,0.2900087405609154
pair_is_liked,0.25562241088341336
item_pop,0.24917917792307553
pair_avg_played_seconds,0.2426708629609163
user_n_listens,0.2174572581564838
user_recency_last_listen,0.21710562954315477
pair_days_since_first_listen,0.21708604025318023
user_n_listens_7d,0.1516103435282671
item_like_rate,0.15046546476477524
user_avg_played_ratio,0.1425240770439917
embed_cos_user_mean,0.13392013771796438
item_n_dislikes,0.12789238905216488
user_n_likes,0.11483388789072879
pair_share_recent_listens,0.11277174842567869
pair_n_low_played,0.10995616459357624
user_share_low_played,0.10639381752522682
pair_n_listens_30d,0.10166435644796186
user_like_rate,0.10001360977785595
user_share_completed,0.08334541066369962
user_album_listens,0.08131155643772026
item_n_likes,0.07654252591109041
user_share_replayed,0.07381043065712078
pair_is_unliked,0.058763662255242426
pair_share_completed,0.05359430289462686
item_track_length_seconds,0.050604873010977644
embed_cos_user_disliked_mean,0.048444267801780704
pair_max_played_ratio_30d,0.04655744203016784
item_dislike_rate,0.043318470982844436
user_n_listens_log,0.04048460714669669
item_share_completed,0.03891436591843881
embed_cos_user_liked_mean,0.03886390220667059
item_avg_played_ratio,0.03662617618356346
user_dislike_rate,0.02606832213912623
user_n_unlikes,0.01895738702181961
pair_max_played_ratio,0.01700898548045823
user_n_listens_1d,0.01643166973986922
user_n_dislikes,0.011226182654206171
pair_share_replayed,0.004079253247215631
pair_is_undisliked,1.9927854391586185e-05
